hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees
HS-92515,contact2515@ampliasolucoes.com.br,Amplia Soluções,Referral,2024-04-07,SQL,,Brasil,event-saas-summit,188
HS-92516,contact2516@tapflow.com.br,tapflow,SEO,2024-08-05,Lead,OPP-2024143,Brasil,ebook-revops,17
HS-92517,contact2517@gridsoft.com.br,GridSoft,Email Marketing,2024-05-18,Customer,OPP-2024913,BRA,demo-request,23
HS-92518,contact2518@fluxosistemas.com.br,FLUXO SISTEMAS,Content Download,2023-09-22,Subscriber,OPP-2024051,BRASIL,cold-outbound,49
HS-92519,contact2519@corelogic.com.br,corelogic,Social Media,,Lead,,Brasil,demo-request,
HS-92520,contact2520@skyops.com.br,skyops,Partner,,SQL,,Brasil,organic,94
HS-92521,contact2521@innova.com.br,INNOVA,google ads,2024-06-17,MQL,,BRASIL,demo-request,190
HS-92522,contact2522@verticetech.com.br,VERTICE TECH,Webinar,,Customer,,BR,linkedin-ads-q3,
HS-92523,contact2430@corelogic.com.br,CoreLogic,partner referral,2024-12-21,SQL,OPP-2024915,Brasil,cold-outbound,
HS-92524,contact2524@gridsoft.com.br,GridSoft,Social Media,2024-12-11,SQL,,BRASIL,webinar-nov24,
HS-92525,contact2525@gruponexus.com.br,GRUPO NEXUS,Direct,2024-08-14,Lead,,Brasil,webinar-nov24,
HS-92526,contact2526@fluxosistemas.com.br,Fluxo Sistemas Ltda,Event,2024-11-04,Subscriber,OPP-2024912,Brasil,partner-referral,32
HS-92527,contact2527@betasolutions.com.br,Beta Solutions,Direct,2024-11-18,MQL,OPP-2024581,Brasil,cold-outbound,
HS-92528,contact2528@fluxosistemas.com.br,Fluxo Sistemas Ltda,Paid Search,2023-11-18,Lead,,Brasil,organic,
HS-92529,contact2529@polaris.com.br,POLARIS,Webinar,2024-05-08,SQL,,Brasil,event-saas-summit,545
HS-92530,contact2530@verticetech.com.br,Vertice,Referral,,Lead,OPP-2024130,brasil,partner-referral,
HS-92531,contact2531@fluxosistemas.com.br,Fluxo Sistemas Ltda,Organic Search,2023-11-02,Customer,,BRASIL,ebook-revops,
HS-92532,contact2532@bluepath.com.br,BLUEPATH,organic,2024-01-30,MQL,OPP-2024570,brasil,organic,576
HS-92533,contact2533@gruponexus.com.br,GRUPO NEXUS,Social Media,,MQL,OPP-2024209,Brasil,ebook-revops,120
HS-92534,contact2534@polare.com.br,polare,Organic,2023-09-25,Subscriber,,Brasil,event-saas-summit,
HS-92535,contact2535@polare.com.br,polare,Partner,2024-07-05,Customer,,Brasil,ebook-revops,44
HS-92536,contact2536@acmecorp.com.br,Acme Corp.,Organic,,MQL,OPP-2025108,Brasil,partner-referral,
HS-92537,contact2537@skyops.com.br,SKYOPS,Direct,2024-01-21,Customer,OPP-2024151,BR,organic,
HS-92538,contact2538@verticetech.com.br,Vertice,Content Download,2024-01-13,SQL,,Brazil,demo-request,644
HS-92539,contact2539@gridsoft.com.br,GRIDSOFT,Webinar,2024-04-18,Subscriber,,Brasil,demo-request,
HS-92540,contact2540@polaris.com.br,POLARIS,Social Media,,SQL,OPP-2024519,BR,ebook-revops,42
HS-92541,contact2541@skyops.com.br,SKYOPS,Social Media,2024-09-02,MQL,,brasil,event-saas-summit,177
HS-92542,contact2542@dataprime.com.br,Data Prime,Event,,Customer,,BRA,linkedin-ads-q3,
HS-92543,contact2543@gruponexus.com.br,nexus,Email Marketing,2025-01-28,SQL,,Brasil,demo-request,851
HS-92544,contact2544@fluxosistemas.com.br,Fluxo Sistemas Ltda,Social Media,2024-08-23,Subscriber,,Brasil,demo-request,
HS-92545,contact2545@orbitdigital.com.br,orbit digital,email,2023-12-13,Customer,,Brasil,organic,
HS-92546,contact2546@zentra.com.br,Zentra,Referral,2024-01-25,MQL,,Brasil,organic,976
HS-92547,contact2547@gridsoft.com.br,GridSoft,Social Media,,MQL,OPP-2025138,brasil,event-saas-summit,
HS-92548,contact2548@zentra.com.br,ZENTRA,paid,2024-05-04,MQL,,Brasil,cold-outbound,78
HS-92549,contact2549@mindbox.com.br,mindbox,Organic Search,,MQL,,Brasil,event-saas-summit,1932
HS-92550,contact2550@zentra.com.br,Zentra Tech,SEO,2023-10-11,Customer,,Brasil,ebook-revops,
HS-92551,contact2491@gridsoft.com.br,gridsoft,Event,,Customer,OPP-2024260,Brasil,linkedin-ads-q3,9421
HS-92552,contact2552@ampliasolucoes.com.br,Amplia,Referral,,Customer,OPP-2024981,Brasil,organic,4087
HS-92553,contact2553@skyops.com.br,Sky Ops,Event,,Customer,OPP-2024250,Brasil,partner-referral,
HS-92554,contact2554@dataprime.com.br,dataprime,Direct,2024-03-20,SQL,OPP-2024944,Brasil,linkedin-ads-q3,
HS-92555,contact2555@orbitdigital.com.br,orbit digital,partner referral,2025-01-14,SQL,,Brasil,demo-request,138
HS-92556,contact2504@dataprime.com.br,DATAPRIME,Organic Search,,Customer,,Brasil,demo-request,6815
HS-92557,contact2557@orbitdigital.com.br,ORBIT DIGITAL,Direct,2024-08-25,SQL,OPP-2024057,Brasil,linkedin-ads-q3,8635
HS-92558,contact2558@skyops.com.br,Sky Ops,Event,,MQL,,Brasil,cold-outbound,
HS-92559,contact2559@gridsoft.com.br,gridsoft,Content Download,2024-11-13,SQL,OPP-2024458,Brasil,partner-referral,
HS-92560,contact2560@rushflow.com.br,RUSHFLOW,Event,,Lead,OPP-2024601,Brasil,demo-request,146
HS-92561,contact2561@zentra.com.br,ZENTRA,Paid Search,,Lead,,Brasil,linkedin-ads-q3,13
HS-92562,contact2562@corelogic.com.br,CoreLogic,Partner,,Customer,OPP-2025123,brasil,organic,
HS-92563,contact2563@bluepath.com.br,bluepath,Organic,2024-10-24,Customer,,BR,cold-outbound,
HS-92564,contact2564@ampliasolucoes.com.br,AMPLIA SOLUCOES,Partner,,Customer,OPP-2024287,Brasil,organic,25
HS-92565,contact2565@betasolutions.com.br,Beta Solutions,Event,,Subscriber,,BRASIL,ebook-revops,7006
HS-92566,contact2566@gridsoft.com.br,Grid Soft,Webinar,2024-02-06,Lead,,Brasil,linkedin-ads-q3,2085
HS-92567,contact2567@corelogic.com.br,CORELOGIC,social,2025-01-13,Subscriber,OPP-2024251,Brazil,demo-request,
HS-92568,contact2568@zentra.com.br,ZENTRA,Organic,2023-11-29,Lead,OPP-2024348,Brasil,webinar-nov24,140
HS-92569,contact2569@polare.com.br,POLARE,Content Download,2024-02-20,Subscriber,,BRA,partner-referral,
HS-92570,contact2570@corelogic.com.br,corelogic,email,2024-02-29,SQL,,Brasil,event-saas-summit,
HS-92571,contact2571@gridsoft.com.br,gridsoft,Referral,2023-10-27,Lead,,Brasil,event-saas-summit,2999
HS-92572,contact2572@corelogic.com.br,CORELOGIC,Social Media,,Lead,,Brazil,partner-referral,74
HS-92573,contact2573@skyops.com.br,SkyOps,SEO,2024-04-11,Customer,OPP-2025061,Brasil,ebook-revops,428
HS-92574,contact2574@bluepath.com.br,BLUEPATH,Organic Search,,SQL,,Brasil,organic,
HS-92575,contact2575@betasolutions.com.br,Beta Solutions,Paid Search,2024-08-24,SQL,,BR,organic,408
HS-92576,contact2576@rushflow.com.br,RUSHFLOW,Social Media,,MQL,,Brasil,webinar-nov24,
HS-92577,contact2577@gruponexus.com.br,nexus,Partner,2024-11-02,Subscriber,,BRA,linkedin-ads-q3,646
HS-92578,contact2578@dataprime.com.br,Data Prime,Email Marketing,2024-07-16,Subscriber,,Brasil,organic,
HS-92579,contact2579@mindbox.com.br,MINDBOX,SEO,2024-05-26,Subscriber,,Brasil,demo-request,93
HS-92580,contact2580@zentra.com.br,Zentra Tech,paid,2023-10-24,Customer,,Brazil,partner-referral,15
HS-92581,contact2581@gruponexus.com.br,Grupo Nexus,Content Download,,MQL,,Brasil,cold-outbound,366
HS-92582,contact2582@zentra.com.br,zentra,Partner,2024-04-27,MQL,OPP-2024211,Brasil,ebook-revops,304
HS-92583,contact2583@rushflow.com.br,rushflow,google ads,,Lead,,Brasil,linkedin-ads-q3,9448
HS-92584,contact2584@ampliasolucoes.com.br,Amplia,social,2024-06-20,MQL,,Brasil,cold-outbound,8458
HS-92585,contact2585@gridsoft.com.br,GridSoft,Email Marketing,2024-10-29,Subscriber,,Brasil,linkedin-ads-q3,
HS-92586,contact2586@polare.com.br,Polare Ltda,Event,2024-02-15,Subscriber,OPP-2024550,Brasil,demo-request,579
HS-92587,contact2587@corelogic.com.br,corelogic,email,,Customer,,BRA,organic,780
HS-92588,contact2588@skyops.com.br,SkyOps,social,2024-01-15,SQL,,Brasil,cold-outbound,
HS-92589,contact2589@acmecorp.com.br,Acme Corp.,Partner,2024-07-21,MQL,OPP-2024099,brasil,partner-referral,
HS-92590,contact2590@gridsoft.com.br,Grid Soft,Email Marketing,,Subscriber,,BRA,partner-referral,332
HS-92591,contact2581@gruponexus.com.br,Grupo Nexus,Organic Search,2025-01-11,Lead,,Brasil,linkedin-ads-q3,
HS-92592,contact2592@polaris.com.br,polaris,google ads,2023-10-27,Subscriber,OPP-2024538,Brasil,organic,457
HS-92593,contact2593@polare.com.br,Polare,Referral,,SQL,,Brasil,linkedin-ads-q3,73
HS-92594,contact2594@corelogic.com.br,Core Logic,Content Download,,MQL,,Brasil,linkedin-ads-q3,181
HS-92595,contact2595@polaris.com.br,Polaris Tech,Webinar,2024-08-13,Subscriber,,Brasil,webinar-nov24,
HS-92596,contact2596@skyops.com.br,SkyOps,Direct,,MQL,,BRASIL,organic,500
HS-92597,contact2597@polaris.com.br,Polaris Tech,SEO,2024-06-25,SQL,,brasil,organic,786
HS-92598,contact2598@tapflow.com.br,TAPFLOW,Referral,2024-03-22,Customer,OPP-2024022,Brasil,demo-request,
HS-92599,contact2599@innova.com.br,innova,organic,2024-02-25,Lead,OPP-2024467,Brazil,cold-outbound,104
HS-92600,contact2438@innova.com.br,Innova Tech,email,2023-11-09,Customer,OPP-2024061,BRA,demo-request,6273
HS-92601,contact2601@betasolutions.com.br,Beta Solutions,Content Download,2024-05-20,MQL,,Brasil,demo-request,170
HS-92602,contact2458@polare.com.br,POLARE,Social Media,,Subscriber,OPP-2024135,Brasil,linkedin-ads-q3,79
HS-92603,contact2603@acmecorp.com.br,Acme Corp.,Direct,2024-07-04,SQL,OPP-2024510,Brasil,ebook-revops,91
HS-92604,contact2586@polare.com.br,Polare,Paid Search,2024-01-21,Customer,OPP-2024330,Brasil,linkedin-ads-q3,2829
HS-92605,contact2605@betasolutions.com.br,Beta Solutions,Referral,2023-12-16,Subscriber,,Brasil,partner-referral,174
HS-92606,contact2606@orbitdigital.com.br,orbit digital,Organic,2024-03-23,SQL,,Brasil,partner-referral,77
HS-92607,contact2607@zentra.com.br,zentra,social,,Subscriber,,Brasil,partner-referral,6586
HS-92608,contact2608@orbitdigital.com.br,ORBIT DIGITAL,email,2024-08-21,MQL,,BR,partner-referral,351
HS-92609,contact2609@rushflow.com.br,RUSHFLOW,Content Download,2023-10-20,MQL,,BR,linkedin-ads-q3,1875
HS-92610,contact2610@ampliasolucoes.com.br,Amplia Soluções,paid,2024-02-11,SQL,,Brasil,demo-request,328
HS-92611,contact2536@acmecorp.com.br,acme,social,,Customer,OPP-2025067,BRASIL,ebook-revops,
HS-92612,contact2612@mindbox.com.br,Mind Box,Organic Search,2024-01-23,Subscriber,,Brasil,demo-request,129
HS-92613,contact2578@dataprime.com.br,dataprime,partner referral,2024-03-14,SQL,,Brasil,event-saas-summit,
HS-92614,contact2614@bluepath.com.br,BluePath,Paid Search,2024-12-15,SQL,,Brasil,cold-outbound,495
HS-92615,contact2615@acmecorp.com.br,acme,paid,2023-09-28,Lead,OPP-2025137,Brasil,partner-referral,152
HS-92616,contact2616@betasolutions.com.br,Beta Solutions Ltda,google ads,,Lead,OPP-2024750,BRA,linkedin-ads-q3,164
HS-92617,contact2617@gruponexus.com.br,GRUPO NEXUS,google ads,2024-12-28,MQL,OPP-2024350,Brasil,cold-outbound,93
HS-92618,contact2618@connectwave.com.br,ConnectWave,Email Marketing,,Subscriber,OPP-2024061,Brasil,partner-referral,454
HS-92619,contact2619@acmecorp.com.br,ACME CORP,SEO,2024-04-28,Customer,,Brazil,organic,3965
HS-92620,contact2582@zentra.com.br,zentra,Organic Search,,Subscriber,,brasil,organic,131
HS-92621,contact2621@connectwave.com.br,Connect Wave,email,,Customer,,Brasil,organic,373
HS-92622,contact2622@fluxosistemas.com.br,Fluxo,Partner,2024-11-23,SQL,OPP-2024383,Brasil,webinar-nov24,
HS-92623,contact2623@rushflow.com.br,rushflow,partner referral,2024-07-03,MQL,OPP-2024920,Brasil,organic,5118
HS-92624,contact2624@orbitdigital.com.br,orbit digital,Direct,2024-06-20,Lead,OPP-2024803,brasil,webinar-nov24,
HS-92625,contact2625@ampliasolucoes.com.br,Amplia Soluções,Social Media,2024-05-07,SQL,,Brasil,organic,
HS-92626,contact2447@connectwave.com.br,CONNECTWAVE,Email Marketing,2024-09-18,SQL,,Brasil,linkedin-ads-q3,152
HS-92627,contact2627@zentra.com.br,Zentra Tech,Event,,SQL,,Brasil,event-saas-summit,403
HS-92628,contact2628@polaris.com.br,polaris,email,,Subscriber,OPP-2024748,Brasil,ebook-revops,2659
HS-92629,contact2629@zentra.com.br,zentra,Referral,2025-01-16,MQL,,BR,linkedin-ads-q3,345
HS-92630,contact2630@orbitdigital.com.br,ORBIT DIGITAL,Social Media,,Lead,OPP-2024037,Brasil,cold-outbound,177
HS-92631,contact2631@polare.com.br,Polare,Content Download,2025-01-24,Customer,OPP-2024827,Brasil,organic,517
HS-92632,contact2632@gruponexus.com.br,Nexus Group,Paid Search,2023-09-23,SQL,OPP-2024662,BRA,organic,44
HS-92633,contact2633@tapflow.com.br,tapflow,partner referral,2024-10-09,Customer,,Brasil,organic,
HS-92634,contact2634@ampliasolucoes.com.br,Amplia Soluções Ltda,Event,2024-09-24,MQL,OPP-2024812,Brasil,event-saas-summit,453
HS-92635,contact2635@bluepath.com.br,Blue Path,Social Media,2025-01-18,Customer,OPP-2024986,Brasil,partner-referral,
HS-92636,contact2636@polaris.com.br,Polaris,Direct,2023-11-27,Subscriber,,Brasil,event-saas-summit,381
HS-92637,contact2637@skyops.com.br,SkyOps,google ads,2024-11-17,Subscriber,OPP-2024448,Brasil,cold-outbound,255
HS-92638,contact2638@ampliasolucoes.com.br,AMPLIA SOLUCOES,Organic,2024-05-28,MQL,OPP-2024649,BRASIL,organic,
HS-92639,contact2456@verticetech.com.br,Vértice Tech,Organic Search,,Customer,,Brasil,organic,
HS-92640,contact2640@corelogic.com.br,CORELOGIC,Event,,Subscriber,,Brazil,demo-request,470
HS-92641,contact2641@polare.com.br,POLARE,Paid Search,2024-10-03,Customer,,Brazil,organic,68
HS-92642,contact2642@dataprime.com.br,DATAPRIME,Organic Search,,Customer,,Brasil,linkedin-ads-q3,157
HS-92643,contact2643@polare.com.br,POLARE,Event,,MQL,,Brasil,linkedin-ads-q3,
HS-92644,contact2644@polare.com.br,POLARE,Email Marketing,2024-10-14,Lead,,Brasil,organic,301
HS-92645,contact2645@polare.com.br,polare,Organic,,Customer,,Brazil,webinar-nov24,36
HS-92646,contact2646@gridsoft.com.br,gridsoft,social,2024-10-23,Subscriber,,Brasil,partner-referral,31
HS-92647,contact2647@innova.com.br,INNOVA,Social Media,2024-10-03,SQL,,BR,linkedin-ads-q3,156
HS-92648,contact2648@verticetech.com.br,VERTICE TECH,email,2024-01-08,Lead,,Brasil,event-saas-summit,301
HS-92649,contact2649@connectwave.com.br,Connect Wave,Email Marketing,2024-12-24,Subscriber,OPP-2024787,Brasil,linkedin-ads-q3,129
HS-92650,contact2582@zentra.com.br,ZENTRA,Partner,,Customer,OPP-2024447,Brasil,partner-referral,687
HS-92651,contact2651@rushflow.com.br,Rush Flow,Organic Search,2023-12-29,Subscriber,OPP-2024582,brasil,partner-referral,41
HS-92652,contact2588@skyops.com.br,skyops,Webinar,2024-07-27,Subscriber,,Brasil,cold-outbound,585
HS-92653,contact2653@ampliasolucoes.com.br,Amplia Soluções Ltda,Direct,2023-09-17,Customer,,Brasil,webinar-nov24,282
HS-92654,contact2654@bluepath.com.br,BLUEPATH,Webinar,2023-11-02,SQL,OPP-2024895,Brasil,linkedin-ads-q3,
HS-92655,contact2655@polaris.com.br,polaris,Email Marketing,,Subscriber,,Brazil,webinar-nov24,
HS-92656,contact2656@betasolutions.com.br,Beta Solutions Ltda,Paid Search,2024-04-16,Subscriber,,BRA,webinar-nov24,
HS-92657,contact2657@mindbox.com.br,MINDBOX,Direct,,MQL,OPP-2025190,Brasil,event-saas-summit,1281
HS-92658,contact2658@connectwave.com.br,Connect Wave,Referral,,Subscriber,,Brasil,organic,24
HS-92659,contact2659@tapflow.com.br,TAPFLOW,Paid Search,2024-12-13,MQL,,Brazil,linkedin-ads-q3,
HS-92660,contact2660@ampliasolucoes.com.br,AMPLIA SOLUCOES,Event,2023-11-23,SQL,,Brasil,cold-outbound,
HS-92661,contact2661@gridsoft.com.br,GridSoft,SEO,2024-04-13,Lead,,Brazil,partner-referral,5777
HS-92662,contact2662@dataprime.com.br,dataprime,Referral,2024-08-09,MQL,OPP-2024273,Brasil,webinar-nov24,167
HS-92663,contact2663@ampliasolucoes.com.br,Amplia Soluções,email,2024-07-03,Lead,OPP-2024505,Brasil,webinar-nov24,676
HS-92664,contact2664@mindbox.com.br,Mind Box,Partner,2023-09-29,Customer,,Brasil,organic,3272
HS-92665,contact2665@innova.com.br,innova,Content Download,2024-11-24,Customer,OPP-2024693,Brasil,event-saas-summit,762
HS-92666,contact2666@corelogic.com.br,CORELOGIC,Paid Search,2023-09-17,Subscriber,,Brasil,ebook-revops,937
HS-92667,contact2667@orbitdigital.com.br,orbit digital,Direct,2023-09-30,Customer,,Brasil,cold-outbound,53
HS-92668,contact2668@zentra.com.br,zentra,Organic Search,2023-10-10,Customer,,BRA,event-saas-summit,171
HS-92669,contact2669@mindbox.com.br,mindbox,partner referral,2024-02-21,Customer,,Brasil,organic,
HS-92670,contact2670@corelogic.com.br,CoreLogic,partner referral,,Customer,,Brasil,partner-referral,
HS-92671,contact2671@corelogic.com.br,Core Logic,Social Media,,Subscriber,,Brasil,event-saas-summit,
HS-92672,contact2672@zentra.com.br,ZENTRA,Content Download,2024-05-22,Subscriber,,Brasil,partner-referral,36
HS-92673,contact2673@connectwave.com.br,Connect Wave,organic,2024-02-12,Lead,,Brasil,webinar-nov24,
HS-92674,contact2674@bluepath.com.br,bluepath,SEO,2024-10-29,Subscriber,,Brasil,cold-outbound,
HS-92675,contact2675@skyops.com.br,Sky Ops,Email Marketing,,Lead,,BR,organic,746
HS-92676,contact2676@skyops.com.br,Sky Ops,Partner,2024-10-17,Customer,OPP-2024549,Brazil,linkedin-ads-q3,5989
HS-92677,contact2677@mindbox.com.br,Mindbox,Social Media,2024-09-11,Customer,OPP-2024137,Brasil,organic,
HS-92678,contact2678@connectwave.com.br,Connect Wave,Partner,2024-05-21,Lead,OPP-2025109,Brazil,ebook-revops,34
HS-92679,contact2679@acmecorp.com.br,Acme Corp.,Paid Search,2024-10-07,Lead,OPP-2024119,BR,organic,107
HS-92680,contact2680@corelogic.com.br,CORELOGIC,Partner,2023-10-23,SQL,,Brasil,ebook-revops,
HS-92681,contact2681@verticetech.com.br,Vertice,Webinar,2023-12-22,Customer,OPP-2024581,Brasil,ebook-revops,476
HS-92682,contact2682@zentra.com.br,zentra,Social Media,2024-09-09,MQL,OPP-2024422,Brasil,linkedin-ads-q3,
HS-92683,contact2683@rushflow.com.br,rushflow,Content Download,2024-10-11,Customer,OPP-2024899,Brasil,ebook-revops,164
HS-92684,contact2684@acmecorp.com.br,Acme Corp,Email Marketing,2024-11-27,Lead,,Brasil,event-saas-summit,633
HS-92685,contact2685@ampliasolucoes.com.br,Amplia Soluções,google ads,2024-06-09,Customer,OPP-2024375,BRA,cold-outbound,698
HS-92686,contact2686@polare.com.br,polare,Paid Search,2024-05-13,MQL,OPP-2024814,Brasil,event-saas-summit,6110
HS-92687,contact2687@ampliasolucoes.com.br,AMPLIA SOLUCOES,Webinar,2025-01-20,Lead,,Brasil,cold-outbound,
HS-92688,contact2688@gridsoft.com.br,GRIDSOFT,google ads,2023-12-15,MQL,,Brazil,cold-outbound,
HS-92689,contact2689@mindbox.com.br,Mind Box,Referral,2023-10-31,Customer,,Brasil,cold-outbound,
HS-92690,contact2690@betasolutions.com.br,Beta Solutions,Webinar,2024-06-11,MQL,,Brasil,demo-request,
HS-92691,contact2691@betasolutions.com.br,Beta Solutions,Content Download,2024-04-30,Lead,OPP-2024287,Brasil,ebook-revops,
HS-92692,contact2692@fluxosistemas.com.br,FLUXO SISTEMAS,Event,2024-02-12,MQL,,Brasil,event-saas-summit,325
HS-92693,contact2693@polaris.com.br,POLARIS,partner referral,2024-05-16,Subscriber,OPP-2024150,Brasil,event-saas-summit,
HS-92694,contact2694@gruponexus.com.br,Nexus Group,partner referral,2024-12-18,MQL,,Brasil,partner-referral,689
HS-92695,contact2695@polare.com.br,Polare Ltda,Paid Search,2024-09-26,Lead,,Brasil,cold-outbound,8006
HS-92696,contact2696@gridsoft.com.br,Grid Soft,Content Download,2024-12-21,SQL,,Brasil,linkedin-ads-q3,56
HS-92697,contact2697@mindbox.com.br,mindbox,Direct,2023-11-06,Customer,OPP-2024178,Brasil,ebook-revops,
HS-92698,contact2698@mindbox.com.br,mindbox,Event,,Customer,,Brasil,partner-referral,480
HS-92699,contact2699@rushflow.com.br,RushFlow,Content Download,2024-01-23,Lead,,Brasil,organic,606
HS-92700,contact2700@bluepath.com.br,Blue Path,Email Marketing,2024-05-10,MQL,,Brasil,event-saas-summit,846
HS-92701,contact2580@zentra.com.br,ZENTRA,Content Download,2023-11-01,Customer,,BRASIL,demo-request,5247
HS-92702,contact2702@orbitdigital.com.br,Orbit,Paid Search,2024-08-18,Customer,,BRASIL,demo-request,379
HS-92703,contact2703@skyops.com.br,skyops,Webinar,2024-01-02,Subscriber,OPP-2024524,Brasil,event-saas-summit,
HS-92704,contact2704@polaris.com.br,polaris,Organic Search,,MQL,,Brasil,ebook-revops,35
HS-92705,contact2705@dataprime.com.br,DATAPRIME,Organic Search,2024-07-01,SQL,OPP-2024971,BRASIL,webinar-nov24,114
HS-92706,contact2706@gruponexus.com.br,Nexus Group,Content Download,2024-09-05,MQL,OPP-2024513,BR,cold-outbound,67
HS-92707,contact2707@dataprime.com.br,dataprime,Webinar,2024-09-08,Lead,OPP-2024922,BRASIL,event-saas-summit,43
HS-92708,contact2708@skyops.com.br,SKYOPS,Content Download,,Customer,,BR,organic,110
HS-92709,contact2709@polaris.com.br,Polaris,Content Download,2024-07-04,Customer,,Brasil,cold-outbound,58
HS-92710,contact2710@polaris.com.br,Polaris Tech,Content Download,2024-12-30,MQL,OPP-2024059,Brasil,ebook-revops,
HS-92711,contact2674@bluepath.com.br,bluepath,Paid Search,2024-06-24,MQL,,Brasil,cold-outbound,174
HS-92712,contact2712@gridsoft.com.br,GRIDSOFT,Event,2024-12-14,Subscriber,,Brasil,ebook-revops,275
HS-92713,contact2713@innova.com.br,Innova Tech,Paid Search,,Lead,,Brasil,event-saas-summit,3054
HS-92714,contact2714@bluepath.com.br,BLUEPATH,Organic,2024-05-01,Subscriber,,Brazil,organic,
HS-92715,contact2715@dataprime.com.br,Data Prime,paid,,Customer,OPP-2024118,Brasil,event-saas-summit,770
HS-92716,contact2716@skyops.com.br,SKYOPS,Paid Search,2024-05-27,Lead,OPP-2024523,Brasil,demo-request,
HS-92717,contact2717@rushflow.com.br,rushflow,Webinar,2023-09-05,Lead,OPP-2024435,Brasil,webinar-nov24,9028
HS-92718,contact2718@connectwave.com.br,ConnectWave,Paid Search,,Customer,OPP-2024936,BRASIL,ebook-revops,133
HS-92719,contact2719@bluepath.com.br,bluepath,Organic Search,,MQL,OPP-2024435,Brasil,webinar-nov24,8035
HS-92720,contact2720@connectwave.com.br,connectwave,Content Download,2024-03-07,Lead,,Brasil,partner-referral,
HS-92721,contact2721@skyops.com.br,skyops,Email Marketing,2024-10-09,MQL,OPP-2025166,BR,ebook-revops,
HS-92722,contact2722@verticetech.com.br,VERTICE TECH,Email Marketing,2024-12-06,MQL,OPP-2024950,Brasil,demo-request,354
HS-92723,contact2723@polare.com.br,Polare Ltda,Organic,2023-11-13,SQL,OPP-2024242,BRASIL,organic,38
HS-92724,contact2724@acmecorp.com.br,Acme,social,2024-02-14,Subscriber,,Brasil,cold-outbound,
HS-92725,contact2725@zentra.com.br,ZENTRA,Direct,2024-11-22,MQL,,Brasil,ebook-revops,179
HS-92726,contact2726@gridsoft.com.br,GridSoft,Referral,2024-03-03,Subscriber,,Brasil,cold-outbound,12
HS-92727,contact2727@dataprime.com.br,Data Prime,Partner,2023-11-23,Lead,,Brasil,demo-request,893
HS-92728,contact2728@skyops.com.br,SKYOPS,Email Marketing,2025-01-08,MQL,,Brasil,webinar-nov24,479
HS-92729,contact2729@skyops.com.br,SKYOPS,Webinar,2024-04-27,MQL,,Brasil,demo-request,817
HS-92730,contact2730@betasolutions.com.br,Beta Solutions,organic,2023-12-22,Lead,,brasil,ebook-revops,36
HS-92731,contact2687@ampliasolucoes.com.br,AMPLIA SOLUCOES,Content Download,2023-11-22,Lead,,Brasil,cold-outbound,93
HS-92732,contact2732@polare.com.br,Polare,organic,2024-07-29,Subscriber,,BRA,partner-referral,
HS-92733,contact2733@verticetech.com.br,Vertice Tech,Direct,2024-03-22,MQL,,Brasil,linkedin-ads-q3,73
HS-92734,contact2734@gruponexus.com.br,nexus,Partner,2023-09-16,Customer,,Brasil,linkedin-ads-q3,13
HS-92735,contact2735@skyops.com.br,SKYOPS,Organic Search,2025-01-12,Customer,,Brasil,linkedin-ads-q3,853
HS-92736,contact2736@rushflow.com.br,RUSHFLOW,Organic,2023-11-15,Lead,,Brasil,demo-request,601
HS-92737,contact2542@dataprime.com.br,DATAPRIME,social,2023-12-09,Lead,,Brasil,organic,5712
HS-92738,contact2738@zentra.com.br,Zentra,Partner,2024-02-20,MQL,,Brasil,ebook-revops,
HS-92739,contact2739@skyops.com.br,SKYOPS,Direct,,Subscriber,,BRA,webinar-nov24,14
HS-92740,contact2740@tapflow.com.br,TapFlow,Referral,2024-05-28,Subscriber,,Brasil,cold-outbound,5499
HS-92741,contact2741@polaris.com.br,POLARIS,organic,,Subscriber,OPP-2024297,Brazil,ebook-revops,
HS-92742,contact2742@tapflow.com.br,TAPFLOW,Organic Search,2023-10-22,MQL,,Brazil,linkedin-ads-q3,6540
HS-92743,contact2743@verticetech.com.br,Vertice Tech,organic,2024-02-24,Customer,,Brasil,webinar-nov24,121
HS-92744,contact2744@orbitdigital.com.br,Orbit,Social Media,2025-01-18,Lead,,Brasil,event-saas-summit,
HS-92745,contact2745@bluepath.com.br,Blue Path,Referral,2024-03-09,Customer,,Brasil,organic,76
HS-92746,contact2746@gruponexus.com.br,Nexus Group,Referral,2024-09-06,Subscriber,,Brasil,demo-request,86
HS-92747,contact2747@mindbox.com.br,Mind Box,Webinar,2024-03-25,Customer,,Brasil,ebook-revops,488
HS-92748,contact2748@tapflow.com.br,TapFlow,Email Marketing,2024-04-15,MQL,OPP-2025116,Brazil,webinar-nov24,22
HS-92749,contact2749@ampliasolucoes.com.br,Amplia,Email Marketing,,Customer,,Brasil,demo-request,142
HS-92750,contact2720@connectwave.com.br,Connect Wave,Content Download,2024-02-16,SQL,,Brasil,demo-request,789
HS-92751,contact2751@orbitdigital.com.br,orbit digital,Referral,2024-09-28,MQL,OPP-2024553,Brasil,ebook-revops,119
HS-92752,contact2752@polare.com.br,polare,Email Marketing,2023-11-26,MQL,,Brasil,partner-referral,809
