hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-93004,contact3004@gridsoft.com.br,Grid Soft,organic,2024-12-13,Lead,,BR,organic,,BR,Organic Search,gridsoft,False
HS-93005,contact3005@orbitdigital.com.br,Orbit Digital,Event,2023-12-10,MQL,,BRASIL,partner-referral,9267.0,BR,Other,orbit,False
HS-93006,contact3006@tapflow.com.br,Tap Flow,Organic Search,2025-01-30,SQL,OPP-2024734,BRASIL,demo-request,970.0,BR,Organic Search,tapflow,True
HS-93007,contact3007@verticetech.com.br,Vertice Tech,Organic,2024-04-02,Customer,,Brasil,linkedin-ads-q3,202.0,BR,Organic Search,vertice,False
HS-93008,contact3008@rushflow.com.br,Rush Flow,Social Media,2024-06-21,Lead,,Brasil,ebook-revops,17.0,BR,Social Media,rushflow,False
HS-93009,contact2850@gridsoft.com.br,Grid Soft,Referral,2024-09-07,MQL,,Brasil,partner-referral,189.0,BR,Partner/Referral,gridsoft,False
HS-93010,contact3010@dataprime.com.br,DATAPRIME,organic,,MQL,,brasil,linkedin-ads-q3,3943.0,BR,Organic Search,dataprime,False
HS-93011,contact3011@mindbox.com.br,mindbox,Direct,2024-12-27,SQL,,Brasil,ebook-revops,,BR,Other,mindbox,False
HS-93012,contact3012@orbitdigital.com.br,Orbit,Referral,,MQL,OPP-2025033,Brasil,partner-referral,183.0,BR,Partner/Referral,orbit,True
HS-93013,contact3013@gruponexus.com.br,Grupo Nexus,Organic Search,2024-12-05,Customer,,Brasil,event-saas-summit,495.0,BR,Organic Search,nexus,False
HS-93014,contact2674@bluepath.com.br,BluePath,Email Marketing,2024-02-07,MQL,,Brasil,cold-outbound,290.0,BR,Email Marketing,bluepath,False
HS-93015,contact3015@acmecorp.com.br,Acme Corp,Organic,2023-12-13,Customer,,Brasil,partner-referral,111.0,BR,Organic Search,acme,False
HS-93016,contact3016@connectwave.com.br,connectwave,Paid Search,,SQL,,Brasil,webinar-nov24,,BR,Paid Search,connectwave,False
HS-93017,contact3017@fluxosistemas.com.br,Fluxo Sistemas,Organic Search,2024-11-07,SQL,,BRA,ebook-revops,978.0,BR,Organic Search,fluxo,False
HS-93018,contact3018@skyops.com.br,SKYOPS,Webinar,2024-06-23,Lead,,Brasil,organic,,BR,Webinar,skyops,False
HS-93019,contact3019@mindbox.com.br,mindbox,Partner,,Subscriber,OPP-2024915,Brasil,webinar-nov24,51.0,BR,Partner/Referral,mindbox,True
HS-93020,contact3020@gridsoft.com.br,Grid Soft,Referral,2023-11-18,Subscriber,,Brasil,organic,,BR,Partner/Referral,gridsoft,False
HS-93021,contact3021@rushflow.com.br,Rush Flow,Content Download,2024-08-31,SQL,,Brasil,linkedin-ads-q3,,BR,Content Download,rushflow,False
HS-93022,contact3022@polaris.com.br,Polaris Tech,Content Download,,Customer,OPP-2024262,Brasil,event-saas-summit,,BR,Content Download,polaris,True
HS-93023,contact3023@polaris.com.br,polaris,Referral,2024-01-02,Lead,OPP-2024053,Brasil,partner-referral,579.0,BR,Partner/Referral,polaris,True
HS-93024,contact3024@gridsoft.com.br,GridSoft,SEO,,SQL,,Brasil,event-saas-summit,80.0,BR,Organic Search,gridsoft,False
HS-93025,contact3025@acmecorp.com.br,Acme Corp.,partner referral,2023-12-14,MQL,,Brasil,demo-request,9262.0,BR,Partner/Referral,acme,False
HS-93026,contact2970@polare.com.br,Polare Ltda,Organic Search,2023-12-17,MQL,OPP-2024698,Brasil,organic,41.0,BR,Organic Search,polare,True
HS-93027,contact3027@bluepath.com.br,BluePath,Paid Search,2024-03-01,SQL,OPP-2024401,Brasil,organic,166.0,BR,Paid Search,bluepath,True
HS-93028,contact3028@rushflow.com.br,rushflow,Referral,2024-07-25,Customer,,Brasil,linkedin-ads-q3,,BR,Partner/Referral,rushflow,False
HS-93029,contact3029@tapflow.com.br,TAPFLOW,Direct,2024-05-02,SQL,,Brasil,event-saas-summit,,BR,Other,tapflow,False
HS-93030,contact3030@verticetech.com.br,Vértice Tech,Email Marketing,2024-03-20,SQL,,Brasil,webinar-nov24,40.0,BR,Email Marketing,vertice,False
HS-93031,contact3031@rushflow.com.br,RushFlow,paid,2025-01-09,SQL,,Brasil,event-saas-summit,,BR,Paid Search,rushflow,False
HS-93032,contact2889@connectwave.com.br,Connect Wave,Organic,2024-05-19,Customer,,Brasil,demo-request,,BR,Organic Search,connectwave,False
HS-93033,contact3033@verticetech.com.br,Vértice Tech,Referral,,Lead,,Brasil,partner-referral,,BR,Partner/Referral,vertice,False
HS-93034,contact2968@fluxosistemas.com.br,Fluxo,Organic Search,2024-10-09,Subscriber,OPP-2025012,Brasil,partner-referral,720.0,BR,Organic Search,fluxo,True
HS-93035,contact3035@polaris.com.br,polaris,paid,2024-04-24,MQL,OPP-2025143,Brasil,cold-outbound,225.0,BR,Paid Search,polaris,True
HS-93036,contact3036@betasolutions.com.br,Beta Solutions Ltda,Email Marketing,2023-11-17,Customer,,brasil,cold-outbound,615.0,BR,Email Marketing,betasolutions,False
HS-93037,contact3037@mindbox.com.br,Mind Box,google ads,2024-05-03,Customer,,Brasil,linkedin-ads-q3,621.0,BR,Paid Search,mindbox,False
HS-93038,contact3038@polaris.com.br,polaris,paid,2023-09-29,Customer,,Brasil,event-saas-summit,8948.0,BR,Paid Search,polaris,False
HS-93039,contact3039@rushflow.com.br,Rush Flow,Content Download,2024-03-15,Lead,OPP-2025118,Brasil,webinar-nov24,,BR,Content Download,rushflow,True
HS-93040,contact3040@orbitdigital.com.br,ORBIT DIGITAL,Organic Search,2024-04-02,Lead,OPP-2024773,brasil,partner-referral,2424.0,BR,Organic Search,orbit,True
HS-93041,contact3041@innova.com.br,innova,Social Media,2023-12-24,Lead,,Brasil,cold-outbound,132.0,BR,Social Media,innova,False
HS-93042,contact3042@bluepath.com.br,Blue Path,email,,Customer,OPP-2024491,brasil,event-saas-summit,,BR,Email Marketing,bluepath,True
HS-93043,contact3043@corelogic.com.br,CORELOGIC,Webinar,2024-10-21,MQL,,brasil,partner-referral,362.0,BR,Webinar,corelogic,False
HS-93044,contact3044@betasolutions.com.br,Beta Solutions Ltda,Email Marketing,2024-09-22,SQL,OPP-2024094,BR,partner-referral,136.0,BR,Email Marketing,betasolutions,True
HS-93045,contact3045@ampliasolucoes.com.br,Amplia Soluções,Social Media,,Subscriber,,brasil,organic,231.0,BR,Social Media,amplia,False
HS-93046,contact3046@mindbox.com.br,Mind Box,Social Media,2024-04-16,MQL,,Brasil,webinar-nov24,,BR,Social Media,mindbox,False
HS-93047,contact2873@verticetech.com.br,Vértice Tech,Event,2025-01-29,MQL,OPP-2024039,Brasil,event-saas-summit,,BR,Other,vertice,True
HS-93048,contact3048@fluxosistemas.com.br,Fluxo Sistemas Ltda,SEO,2023-11-03,Subscriber,,Brasil,event-saas-summit,,BR,Organic Search,fluxo,False
HS-93049,contact3049@bluepath.com.br,Blue Path,Referral,2024-04-02,Customer,,BRASIL,partner-referral,,BR,Partner/Referral,bluepath,False
HS-93050,contact3050@acmecorp.com.br,ACME CORP,Content Download,2023-10-19,Lead,OPP-2024656,Brasil,event-saas-summit,,BR,Content Download,acme,True
HS-93051,contact3051@connectwave.com.br,CONNECTWAVE,Email Marketing,2024-03-25,Subscriber,OPP-2024848,Brasil,ebook-revops,802.0,BR,Email Marketing,connectwave,True
HS-93052,contact3052@ampliasolucoes.com.br,Amplia Soluções Ltda,Referral,,MQL,OPP-2025191,Brazil,event-saas-summit,,BR,Partner/Referral,amplia,True
HS-93053,contact3053@corelogic.com.br,Core Logic,Organic Search,2025-01-30,Subscriber,OPP-2024097,Brasil,organic,7741.0,BR,Organic Search,corelogic,True
HS-93054,contact3054@bluepath.com.br,Blue Path,social,2024-09-26,MQL,,Brasil,partner-referral,8255.0,BR,Social Media,bluepath,False
HS-93055,contact3055@fluxosistemas.com.br,FLUXO SISTEMAS,Paid Search,,SQL,OPP-2024818,Brasil,event-saas-summit,,BR,Paid Search,fluxo,True
HS-93056,contact3056@rushflow.com.br,Rush Flow,partner referral,2024-07-19,Subscriber,OPP-2024022,Brasil,organic,1975.0,BR,Partner/Referral,rushflow,True
HS-93057,contact3057@mindbox.com.br,Mind Box,email,,SQL,,BR,webinar-nov24,53.0,BR,Email Marketing,mindbox,False
HS-93058,contact3058@acmecorp.com.br,acme,paid,,Subscriber,OPP-2024997,Brasil,linkedin-ads-q3,,BR,Paid Search,acme,True
HS-93059,contact3059@polaris.com.br,Polaris Tech,Direct,2024-02-22,SQL,,BR,event-saas-summit,45.0,BR,Other,polaris,False
HS-93060,contact3060@skyops.com.br,Sky Ops,Partner,2025-01-28,SQL,OPP-2024928,Brasil,ebook-revops,215.0,BR,Partner/Referral,skyops,True
HS-93061,contact3061@acmecorp.com.br,Acme Corp,SEO,2023-09-17,MQL,OPP-2024886,Brasil,ebook-revops,764.0,BR,Organic Search,acme,True
HS-93062,contact3062@corelogic.com.br,CORELOGIC,Referral,2024-03-12,Customer,,Brasil,webinar-nov24,,BR,Partner/Referral,corelogic,False
HS-93063,contact3063@polaris.com.br,Polaris,Email Marketing,,Lead,OPP-2024842,Brasil,linkedin-ads-q3,349.0,BR,Email Marketing,polaris,True
HS-93064,contact3064@polaris.com.br,Polaris Tech,social,2024-07-08,MQL,OPP-2024539,Brasil,partner-referral,40.0,BR,Social Media,polaris,True
HS-93065,contact3065@skyops.com.br,SKYOPS,Organic,,MQL,,Brasil,webinar-nov24,74.0,BR,Organic Search,skyops,False
HS-93066,contact2908@rushflow.com.br,Rush Flow,Referral,2023-09-13,Customer,,Brasil,organic,592.0,BR,Partner/Referral,rushflow,False
HS-93067,contact3067@fluxosistemas.com.br,FLUXO SISTEMAS,Organic Search,2024-02-23,Lead,OPP-2024324,Brasil,organic,,BR,Organic Search,fluxo,True
HS-93068,contact3068@bluepath.com.br,BluePath,Email Marketing,2024-02-11,Lead,,BR,webinar-nov24,,BR,Email Marketing,bluepath,False
HS-93069,contact3069@betasolutions.com.br,Beta Solutions Ltda,Organic Search,2024-02-25,MQL,OPP-2024230,Brasil,linkedin-ads-q3,,BR,Organic Search,betasolutions,True
HS-93070,contact3070@gruponexus.com.br,Nexus Group,Webinar,2024-11-09,Lead,OPP-2024160,Brasil,ebook-revops,488.0,BR,Webinar,nexus,True
HS-93071,contact3071@connectwave.com.br,Connect Wave,Content Download,2025-01-02,Lead,,Brazil,webinar-nov24,4264.0,BR,Content Download,connectwave,False
HS-93072,contact3072@betasolutions.com.br,Beta Solutions Ltda,Content Download,2024-08-03,Subscriber,,Brazil,partner-referral,,BR,Content Download,betasolutions,False
HS-93073,contact3073@fluxosistemas.com.br,FLUXO SISTEMAS,Organic Search,,SQL,OPP-2024458,BR,demo-request,856.0,BR,Organic Search,fluxo,True
HS-93074,contact3074@polare.com.br,Polare Ltda,Social Media,,Lead,OPP-2024441,BR,cold-outbound,,BR,Social Media,polare,True
HS-93075,contact3075@connectwave.com.br,ConnectWave,Paid Search,2024-05-14,Subscriber,,BRA,organic,197.0,BR,Paid Search,connectwave,False
HS-93076,contact3076@corelogic.com.br,CORELOGIC,social,2024-08-08,MQL,OPP-2025130,Brasil,partner-referral,301.0,BR,Social Media,corelogic,True
HS-93077,contact3077@verticetech.com.br,Vértice Tech,Referral,,SQL,,Brasil,linkedin-ads-q3,,BR,Partner/Referral,vertice,False
HS-93078,contact3078@dataprime.com.br,Data Prime,Email Marketing,2024-06-01,Customer,OPP-2024484,Brazil,organic,210.0,BR,Email Marketing,dataprime,True
HS-93079,contact3079@polaris.com.br,POLARIS,Content Download,2023-12-07,Subscriber,,Brasil,webinar-nov24,700.0,BR,Content Download,polaris,False
HS-93080,contact3080@mindbox.com.br,mindbox,Content Download,,MQL,OPP-2025131,Brasil,cold-outbound,49.0,BR,Content Download,mindbox,True
HS-93081,contact3081@verticetech.com.br,Vertice Tech,Email Marketing,2024-07-26,Lead,OPP-2024506,Brasil,linkedin-ads-q3,,BR,Email Marketing,vertice,True
HS-93082,contact3082@betasolutions.com.br,Beta Solutions Ltda,social,2025-01-08,Lead,,Brasil,demo-request,165.0,BR,Social Media,betasolutions,False
HS-93083,contact3083@tapflow.com.br,TAPFLOW,Paid Search,,SQL,,Brasil,event-saas-summit,602.0,BR,Paid Search,tapflow,False
HS-93084,contact3084@polaris.com.br,POLARIS,Partner,,Lead,,BRA,cold-outbound,563.0,BR,Partner/Referral,polaris,False
HS-93085,contact3085@gruponexus.com.br,GRUPO NEXUS,Organic Search,2024-09-04,Lead,OPP-2024100,Brasil,webinar-nov24,,BR,Organic Search,nexus,True
HS-93086,contact3086@betasolutions.com.br,beta solutions,Event,,Customer,,BRASIL,partner-referral,,BR,Other,betasolutions,False
HS-93087,contact3087@connectwave.com.br,ConnectWave,Organic Search,2024-02-03,Customer,,Brasil,partner-referral,192.0,BR,Organic Search,connectwave,False
HS-93088,contact3088@mindbox.com.br,mindbox,Email Marketing,2023-12-20,SQL,,Brasil,webinar-nov24,165.0,BR,Email Marketing,mindbox,False
HS-93089,contact3089@gridsoft.com.br,GRIDSOFT,Social Media,2024-04-14,Customer,,Brasil,linkedin-ads-q3,230.0,BR,Social Media,gridsoft,False
HS-93090,contact3090@bluepath.com.br,bluepath,organic,2024-09-22,Subscriber,OPP-2025122,Brasil,demo-request,32.0,BR,Organic Search,bluepath,True
HS-93091,contact3091@rushflow.com.br,RushFlow,SEO,2023-12-25,Lead,OPP-2024989,Brasil,ebook-revops,313.0,BR,Organic Search,rushflow,True
HS-93092,contact3092@tapflow.com.br,Tap Flow,organic,2024-04-04,Lead,,BRA,ebook-revops,823.0,BR,Organic Search,tapflow,False
HS-93093,contact3093@ampliasolucoes.com.br,Amplia Soluções Ltda,organic,2024-08-09,Lead,,BRA,ebook-revops,,BR,Organic Search,amplia,False
HS-93094,contact3094@orbitdigital.com.br,Orbit,Direct,,MQL,,Brasil,cold-outbound,,BR,Other,orbit,False
HS-93095,contact3095@corelogic.com.br,Core Logic,Partner,2024-06-13,MQL,,Brasil,event-saas-summit,,BR,Partner/Referral,corelogic,False
HS-93096,contact3096@acmecorp.com.br,acme,Event,2024-08-05,Customer,OPP-2024787,Brazil,ebook-revops,,BR,Other,acme,True
HS-93097,contact3097@ampliasolucoes.com.br,Amplia,Paid Search,,Lead,,Brasil,cold-outbound,,BR,Paid Search,amplia,False
HS-93098,contact3098@gruponexus.com.br,GRUPO NEXUS,google ads,2024-01-29,Customer,OPP-2024184,Brasil,ebook-revops,984.0,BR,Paid Search,nexus,True
HS-93099,contact3099@connectwave.com.br,CONNECTWAVE,Event,2024-12-29,Subscriber,,Brasil,webinar-nov24,,BR,Other,connectwave,False
HS-93100,contact3100@dataprime.com.br,DATAPRIME,partner referral,2024-06-15,Subscriber,,Brasil,organic,,BR,Partner/Referral,dataprime,False
HS-93101,contact3101@rushflow.com.br,RUSHFLOW,Paid Search,2024-01-29,Subscriber,,Brasil,webinar-nov24,,BR,Paid Search,rushflow,False
HS-93102,contact3102@acmecorp.com.br,Acme Corp,Organic Search,2024-08-11,Lead,,Brasil,linkedin-ads-q3,880.0,BR,Organic Search,acme,False
HS-93103,contact3103@tapflow.com.br,TAPFLOW,Referral,2023-10-28,SQL,,Brazil,demo-request,80.0,BR,Partner/Referral,tapflow,False
HS-93104,contact3104@verticetech.com.br,Vertice,Content Download,2023-10-02,Customer,,brasil,ebook-revops,775.0,BR,Content Download,vertice,False
HS-93105,contact3105@polare.com.br,Polare,Paid Search,2024-11-11,Subscriber,,Brasil,webinar-nov24,,BR,Paid Search,polare,False
HS-93106,contact3106@polare.com.br,Polare Ltda,social,2023-10-22,Lead,,Brasil,webinar-nov24,450.0,BR,Social Media,polare,False
HS-93107,contact3107@gruponexus.com.br,Nexus Group,paid,2024-04-03,Subscriber,OPP-2024854,Brasil,cold-outbound,267.0,BR,Paid Search,nexus,True
HS-93108,contact3108@connectwave.com.br,CONNECTWAVE,Referral,,Lead,OPP-2025025,Brasil,linkedin-ads-q3,364.0,BR,Partner/Referral,connectwave,True
HS-93109,contact3109@gruponexus.com.br,nexus,Webinar,,Subscriber,,Brasil,demo-request,126.0,BR,Webinar,nexus,False
HS-93110,contact3110@polare.com.br,polare,Partner,2024-11-11,SQL,,Brasil,webinar-nov24,259.0,BR,Partner/Referral,polare,False
HS-93111,contact3111@ampliasolucoes.com.br,AMPLIA SOLUCOES,Webinar,2024-12-15,Subscriber,,BR,organic,,BR,Webinar,amplia,False
HS-93112,contact3112@connectwave.com.br,Connect Wave,Event,2024-12-11,MQL,,Brasil,partner-referral,294.0,BR,Other,connectwave,False
HS-93113,contact3113@mindbox.com.br,Mindbox,Social Media,2023-10-01,SQL,,Brasil,demo-request,937.0,BR,Social Media,mindbox,False
HS-93114,contact3114@skyops.com.br,SKYOPS,Content Download,,Customer,,Brasil,demo-request,8986.0,BR,Content Download,skyops,False
HS-93115,contact3115@orbitdigital.com.br,Orbit,organic,2024-04-18,Subscriber,,Brazil,demo-request,,BR,Organic Search,orbit,False
HS-93116,contact3116@tapflow.com.br,Tap Flow,organic,2023-11-22,Customer,OPP-2024289,brasil,event-saas-summit,,BR,Organic Search,tapflow,True
HS-93117,contact3117@dataprime.com.br,Data Prime,Direct,2023-11-01,MQL,OPP-2024991,Brasil,partner-referral,5556.0,BR,Other,dataprime,True
HS-93118,contact3118@tapflow.com.br,TapFlow,Webinar,2024-02-26,MQL,,Brasil,event-saas-summit,457.0,BR,Webinar,tapflow,False
HS-93119,contact3119@corelogic.com.br,CORELOGIC,Direct,2024-03-02,Customer,,Brasil,linkedin-ads-q3,,BR,Other,corelogic,False
HS-93120,contact3120@polare.com.br,Polare,Event,2024-05-06,Subscriber,OPP-2024253,Brasil,webinar-nov24,160.0,BR,Other,polare,True
HS-93121,contact3121@polare.com.br,Polare,google ads,2024-11-13,MQL,OPP-2024619,Brasil,demo-request,,BR,Paid Search,polare,True
HS-93122,contact3122@betasolutions.com.br,Beta Solutions,Webinar,2024-01-28,Customer,,BRA,organic,,BR,Webinar,betasolutions,False
HS-93123,contact3123@betasolutions.com.br,Beta Solutions,Partner,2023-09-19,Lead,,Brasil,webinar-nov24,4378.0,BR,Partner/Referral,betasolutions,False
HS-93124,contact3124@rushflow.com.br,Rush Flow,Webinar,2024-04-29,MQL,,Brasil,demo-request,185.0,BR,Webinar,rushflow,False
HS-93125,contact3125@verticetech.com.br,VERTICE TECH,Paid Search,,Subscriber,,BR,webinar-nov24,8719.0,BR,Paid Search,vertice,False
HS-93126,contact3126@betasolutions.com.br,beta solutions,Email Marketing,,MQL,,Brasil,linkedin-ads-q3,716.0,BR,Email Marketing,betasolutions,False
HS-93127,contact3045@ampliasolucoes.com.br,Amplia Soluções Ltda,Webinar,,Subscriber,,brasil,webinar-nov24,994.0,BR,Webinar,amplia,False
HS-93128,contact3128@bluepath.com.br,BLUEPATH,Organic,2024-07-03,Lead,,Brasil,webinar-nov24,,BR,Organic Search,bluepath,False
HS-93129,contact3129@polaris.com.br,polaris,Referral,2024-11-08,Lead,OPP-2024124,Brasil,cold-outbound,408.0,BR,Partner/Referral,polaris,True
HS-93130,contact3130@skyops.com.br,Sky Ops,Content Download,2024-10-25,MQL,,Brasil,ebook-revops,,BR,Content Download,skyops,False
HS-93131,contact3131@polare.com.br,Polare,social,2024-10-16,Customer,,Brasil,webinar-nov24,612.0,BR,Social Media,polare,False
HS-93132,contact3132@skyops.com.br,Sky Ops,Content Download,,MQL,,Brasil,organic,108.0,BR,Content Download,skyops,False
HS-93133,contact3133@dataprime.com.br,DATAPRIME,Content Download,2024-06-13,Lead,OPP-2024013,Brasil,organic,,BR,Content Download,dataprime,True
HS-93134,contact3134@polaris.com.br,polaris,Referral,2023-10-30,Lead,,Brasil,organic,,BR,Partner/Referral,polaris,False
HS-93135,contact3062@corelogic.com.br,corelogic,paid,2024-06-22,Lead,OPP-2024043,brasil,ebook-revops,862.0,BR,Paid Search,corelogic,True
HS-93136,contact3136@skyops.com.br,skyops,Email Marketing,2024-07-13,Customer,OPP-2024230,Brasil,linkedin-ads-q3,774.0,BR,Email Marketing,skyops,True
HS-93137,contact3137@fluxosistemas.com.br,Fluxo Sistemas,Direct,2023-09-08,Subscriber,,Brasil,ebook-revops,179.0,BR,Other,fluxo,False
HS-93138,contact3138@gruponexus.com.br,nexus,Email Marketing,2024-01-25,SQL,OPP-2024650,brasil,organic,,BR,Email Marketing,nexus,True
HS-93139,contact3139@orbitdigital.com.br,Orbit Digital,Direct,2025-01-28,Subscriber,,Brasil,partner-referral,8665.0,BR,Other,orbit,False
HS-93140,contact3140@rushflow.com.br,RUSHFLOW,Direct,2024-10-14,MQL,,Brasil,webinar-nov24,25.0,BR,Other,rushflow,False
HS-93141,contact3141@gridsoft.com.br,GridSoft,Direct,,Lead,,Brasil,partner-referral,135.0,BR,Other,gridsoft,False
HS-93142,contact3142@gridsoft.com.br,gridsoft,Content Download,2024-04-20,Customer,OPP-2025168,Brazil,ebook-revops,96.0,BR,Content Download,gridsoft,True
HS-93143,contact3143@corelogic.com.br,CORELOGIC,google ads,2024-03-04,Lead,OPP-2024623,Brasil,organic,,BR,Paid Search,corelogic,True
HS-93144,contact3144@skyops.com.br,Sky Ops,Email Marketing,2024-02-15,Lead,OPP-2024049,Brasil,organic,886.0,BR,Email Marketing,skyops,True
HS-93145,contact3145@innova.com.br,Innova Tech,organic,,MQL,OPP-2024850,BRASIL,partner-referral,,BR,Organic Search,innova,True
HS-93146,contact3146@ampliasolucoes.com.br,Amplia Soluções,Referral,,SQL,,Brasil,ebook-revops,81.0,BR,Partner/Referral,amplia,False
HS-93147,contact3147@dataprime.com.br,DATAPRIME,Webinar,2024-02-24,MQL,,brasil,ebook-revops,936.0,BR,Webinar,dataprime,False
HS-93148,contact3148@corelogic.com.br,CORELOGIC,Email Marketing,,Subscriber,OPP-2024767,Brasil,webinar-nov24,,BR,Email Marketing,corelogic,True
HS-93149,contact3149@polare.com.br,Polare,Webinar,2024-12-11,MQL,,BRASIL,ebook-revops,141.0,BR,Webinar,polare,False
HS-93150,contact3113@mindbox.com.br,Mindbox,SEO,2024-04-27,Lead,OPP-2024216,BR,demo-request,,BR,Organic Search,mindbox,True
HS-93151,contact3151@skyops.com.br,SKYOPS,Webinar,2024-10-31,Customer,OPP-2024411,BRASIL,demo-request,4927.0,BR,Webinar,skyops,True
HS-93152,contact3152@verticetech.com.br,Vértice Tech,paid,,SQL,,Brazil,event-saas-summit,189.0,BR,Paid Search,vertice,False
HS-93153,contact3153@connectwave.com.br,connectwave,Organic,,Customer,,Brasil,cold-outbound,63.0,BR,Organic Search,connectwave,False
HS-93154,contact3154@zentra.com.br,Zentra Tech,Paid Search,,SQL,OPP-2024040,Brasil,event-saas-summit,76.0,BR,Paid Search,zentra,True
HS-93155,contact3155@gruponexus.com.br,nexus,Organic Search,2024-07-12,Subscriber,,Brasil,cold-outbound,,BR,Organic Search,nexus,False
HS-93156,contact3156@bluepath.com.br,BluePath,SEO,2024-11-28,Lead,,Brasil,ebook-revops,,BR,Organic Search,bluepath,False
HS-93157,contact3157@bluepath.com.br,BluePath,Partner,2025-01-08,SQL,OPP-2025031,Brasil,demo-request,,BR,Partner/Referral,bluepath,True
HS-93158,contact3158@orbitdigital.com.br,ORBIT DIGITAL,Referral,2024-04-28,Subscriber,OPP-2024215,Brasil,demo-request,44.0,BR,Partner/Referral,orbit,True
HS-93159,contact3159@mindbox.com.br,mindbox,Paid Search,,Lead,OPP-2024377,BR,event-saas-summit,300.0,BR,Paid Search,mindbox,True
HS-93160,contact3160@skyops.com.br,SkyOps,Organic Search,2023-09-29,Customer,,BRA,demo-request,,BR,Organic Search,skyops,False
HS-93161,contact3161@connectwave.com.br,CONNECTWAVE,Event,,SQL,,brasil,event-saas-summit,9199.0,BR,Other,connectwave,False
HS-93162,contact3162@dataprime.com.br,Data Prime,Partner,2024-11-23,Lead,OPP-2024658,Brasil,demo-request,,BR,Partner/Referral,dataprime,True
HS-93163,contact3163@orbitdigital.com.br,ORBIT DIGITAL,google ads,2024-01-21,Subscriber,,Brasil,event-saas-summit,656.0,BR,Paid Search,orbit,False
HS-93164,contact3164@acmecorp.com.br,Acme Corp,Organic,2024-10-14,Lead,,BRASIL,event-saas-summit,79.0,BR,Organic Search,acme,False
HS-93165,contact3165@polare.com.br,POLARE,Organic,,Lead,,Brasil,organic,23.0,BR,Organic Search,polare,False
HS-93166,contact3166@rushflow.com.br,RushFlow,google ads,2024-08-20,Subscriber,OPP-2024593,Brasil,webinar-nov24,40.0,BR,Paid Search,rushflow,True
HS-93167,contact3167@verticetech.com.br,Vértice Tech,Email Marketing,2024-05-10,Lead,OPP-2024477,Brasil,partner-referral,697.0,BR,Email Marketing,vertice,True
HS-93168,contact3168@gruponexus.com.br,nexus,Email Marketing,,SQL,,Brasil,event-saas-summit,22.0,BR,Email Marketing,nexus,False
HS-93169,contact3169@skyops.com.br,Sky Ops,paid,2024-06-23,Customer,,Brasil,partner-referral,,BR,Paid Search,skyops,False
HS-93170,contact3170@rushflow.com.br,rushflow,Organic Search,,Subscriber,,Brasil,event-saas-summit,69.0,BR,Organic Search,rushflow,False
HS-93171,contact3171@zentra.com.br,Zentra,Organic Search,2024-02-29,MQL,,Brasil,event-saas-summit,,BR,Organic Search,zentra,False
HS-93172,contact3172@betasolutions.com.br,beta solutions,Partner,2024-07-18,MQL,,Brasil,ebook-revops,,BR,Partner/Referral,betasolutions,False
HS-93173,contact3173@innova.com.br,innova,Organic Search,2023-10-05,SQL,,Brasil,ebook-revops,,BR,Organic Search,innova,False
HS-93174,contact3174@rushflow.com.br,RushFlow,Paid Search,2024-10-15,Lead,OPP-2024611,Brasil,organic,741.0,BR,Paid Search,rushflow,True
HS-93175,contact3175@polare.com.br,POLARE,Event,,SQL,,Brasil,webinar-nov24,178.0,BR,Other,polare,False
HS-93176,contact2996@acmecorp.com.br,ACME CORP,SEO,,MQL,,Brasil,linkedin-ads-q3,113.0,BR,Organic Search,acme,False
HS-93177,contact3177@rushflow.com.br,Rush Flow,Partner,2024-02-29,MQL,,Brasil,cold-outbound,984.0,BR,Partner/Referral,rushflow,False
HS-93178,contact3178@acmecorp.com.br,Acme,partner referral,2024-04-26,MQL,OPP-2024667,Brasil,cold-outbound,,BR,Partner/Referral,acme,True
HS-93179,contact3179@rushflow.com.br,RushFlow,organic,,Subscriber,,Brasil,organic,811.0,BR,Organic Search,rushflow,False
HS-93180,contact3180@dataprime.com.br,DataPrime,Social Media,2023-12-15,Subscriber,,brasil,demo-request,815.0,BR,Social Media,dataprime,False
HS-93181,contact3181@innova.com.br,innova,Content Download,,Lead,,Brasil,organic,,BR,Content Download,innova,False
HS-93182,contact3182@ampliasolucoes.com.br,AMPLIA SOLUCOES,Direct,2024-11-28,Lead,,Brasil,webinar-nov24,,BR,Other,amplia,False
HS-93183,contact3183@gridsoft.com.br,GRIDSOFT,google ads,,Lead,,Brasil,linkedin-ads-q3,102.0,BR,Paid Search,gridsoft,False
HS-93184,contact3184@tapflow.com.br,Tap Flow,social,2024-10-10,MQL,OPP-2024280,BRASIL,cold-outbound,12.0,BR,Social Media,tapflow,True
HS-93185,contact3185@dataprime.com.br,dataprime,Referral,,Subscriber,OPP-2025099,Brasil,ebook-revops,94.0,BR,Partner/Referral,dataprime,True
HS-93186,contact3186@betasolutions.com.br,Beta Solutions Ltda,Email Marketing,,Lead,,Brasil,partner-referral,,BR,Email Marketing,betasolutions,False
HS-93187,contact3187@verticetech.com.br,Vértice Tech,Event,,MQL,OPP-2024178,Brasil,ebook-revops,,BR,Other,vertice,True
